building_id,fold,model,h,mae,nmae
Bobcat_education_Angela,fold1,transformer,19,17.683759438671537,0.42032231714974266
Bobcat_education_Angela,fold1,transformer,20,17.757715082552167,0.42208015646609465
Bobcat_education_Angela,fold1,transformer,21,17.693709229996998,0.4205588120737761
Bobcat_education_Angela,fold1,transformer,22,17.77110099779765,0.4223983240442425
Bobcat_education_Angela,fold1,transformer,23,17.83904504526562,0.4240132747320367
Bobcat_education_Angela,fold1,transformer,24,17.831932561312783,0.4238442192918677
Bobcat_education_Angela,fold2,seasonal_naive,1,26.698201944444442,1.1691232858306735
Bobcat_education_Angela,fold2,seasonal_naive,2,26.650500555555556,1.167034425890498
Bobcat_education_Angela,fold2,seasonal_naive,3,26.590828194444445,1.1644213530311098
Bobcat_education_Angela,fold2,seasonal_naive,4,26.567008611111113,1.1633782854270918
Bobcat_education_Angela,fold2,seasonal_naive,5,26.51930777777778,1.1612894498148818
Bobcat_education_Angela,fold2,seasonal_naive,6,26.47160597222222,1.1592005716287321
Bobcat_education_Angela,fold2,seasonal_naive,7,26.435815416666667,1.1576332911055012
Bobcat_education_Angela,fold2,seasonal_naive,8,26.39996208333333,1.1560632615221653
Bobcat_education_Angela,fold2,seasonal_naive,9,26.352260416666663,1.153974389418007
Bobcat_education_Angela,fold2,seasonal_naive,10,26.316469305555554,1.1524070845668106
Bobcat_education_Angela,fold2,seasonal_naive,11,26.304559166666664,1.151885535559823
Bobcat_education_Angela,fold2,seasonal_naive,12,26.26876777777778,1.150318218544644
Bobcat_education_Angela,fold2,seasonal_naive,13,26.221066250000003,1.1482293525224772
Bobcat_education_Angela,fold2,seasonal_naive,14,26.19724555555555,1.1471862362625276
Bobcat_education_Angela,fold2,seasonal_naive,15,26.16145444444445,1.1456189314113314
Bobcat_education_Angela,fold2,seasonal_naive,16,26.113752916666666,1.1435300653891642
Bobcat_education_Angela,fold2,seasonal_naive,17,26.089810555555555,1.1424816213047644
